crimecode,description,inside_outside,weapon,gender,age,race,district,neighborhood,premise,Month_name,time_of_day
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Male,23.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,New Northwood,STREET,September,night
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Male,31.0,Other,CENTRAL,Mount Vernon,RESTAURANT,September,morning
4A,AGG. ASSAULT,Outside,HANDGUN,Female,17.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,Cherry Hill,OTHER/RESIDENTIAL,September,morning
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Female,30.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,North Roland Park/Poplar Hill,SHED/GARAGE,September,night
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Male,22.0,WHITE,SOUTHEAST,Washington Hill,OTHER/RESIDENTIAL,September,morning
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Female,33.0,Other,SOUTHEAST,Fells Point,SHED/GARAGE,September,night
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Male,36.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Rosemont Homeowners/Tenants,OTHER/RESIDENTIAL,September,evening
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,32.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Rosemont Homeowners/Tenants,OTHER/RESIDENTIAL,September,evening
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Male,41.0,WHITE,NORTHERN,Parklane,UNKNOWN,September,evening
3AJF,ROBBERY - CARJACKING,Inside,PERSONAL_WEAPONS,Female,41.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Belair-Edison,STREET,September,morning
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,36.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,Baltimore Highlands,OTHER/RESIDENTIAL,September,morning
3AO,ROBBERY,Inside,PERSONAL_WEAPONS,Female,57.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,Charles North,STREET,September,morning
4A,AGG. ASSAULT,Outside,FIREARM,Female,25.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Mondawmin,OTHER/RESIDENTIAL,October,evening
3AJF,ROBBERY - CARJACKING,Inside,HANDGUN,Male,45.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Franklin Square,STREET,October,night
4A,AGG. ASSAULT,Inside,HANDGUN,Male,54.0,Other,SOUTHERN,NEW SOUTHWEST/MOUNT CLARE,STREET,October,night
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Female,25.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Downtown,STREET,October,afternoon
6F,LARCENY,Outside,NO_Weapon_Involved,Male,75.0,WHITE,NORTHWEST,Central Park Heights,OTHER/RESIDENTIAL,October,afternoon
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Female,37.0,WHITE,NORTHEAST,Loch Raven,STREET,October,night
6F,LARCENY,Outside,NO_Weapon_Involved,Male,45.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,Callaway-Garrison,OTHER/RESIDENTIAL,October,morning
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Male,73.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,West Arlington,OTHER/RESIDENTIAL,October,afternoon
5B,BURGLARY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHERN,Charles North,CAR LOT-NEW/USED,October,morning
6F,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHERN,Hampden,CONVENIENCE STORE,October,morning
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,CENTRAL,Downtown,CONVENIENCE STORE,October,afternoon
7A,AUTO THEFT,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHWEST,Walbrook,OTHER/RESIDENTIAL,October,afternoon
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHEAST,Frankford,SHED/GARAGE,October,evening
5B,BURGLARY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHWEST,Northwest Community Action,VACANT BUILDING,October,afternoon
5A,BURGLARY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHEAST,McElderry Park,OTHER/RESIDENTIAL,October,morning
7A,AUTO THEFT,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHWEST,Shipley Hill,OTHER/RESIDENTIAL,October,morning
6G,LARCENY,Outside,NO_Weapon_Involved,Male,69.0,Unknown,SOUTHEAST,Jonestown,PUBLIC HOUSING,August,night
5A,BURGLARY,Outside,NO_Weapon_Involved,Male,58.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Upton,OTHER/RESIDENTIAL,August,night
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Male,39.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Glenham-Belhar,STREET,August,night
6G,LARCENY,Outside,PERSONAL_WEAPONS,Female,25.0,Other,SOUTHERN,Washington Village/Pigtown,OTHER/RESIDENTIAL,August,morning
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHERN,Charles Village,SPECIALTY STORE,August,evening
5B,BURGLARY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHERN,Cherry Hill,OFFICE BUILDING,August,night
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,WESTERN,Mondawmin,GROCERY/CONFECTION,August,night
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHWEST,Central Park Heights,CONVENIENCE STORE,August,evening
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Female,74.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Parkview/Woodbrook,STREET,August,night
4B,AGG. ASSAULT,Outside,PERSONAL_WEAPONS,Male,43.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Ednor Gardens-Lakeside,OTHER/RESIDENTIAL,August,afternoon
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,37.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Easterwood,OTHER/RESIDENTIAL,August,afternoon
6F,LARCENY,Outside,NO_Weapon_Involved,Female,28.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,Medfield,OTHER/RESIDENTIAL,August,afternoon
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHERN,Cedarcroft,CONVENIENCE STORE,August,night
5F,BURGLARY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHERN,Locust Point Industrial Area,CONSTRUCTION SITE,August,afternoon
6D,LARCENY FROM AUTO,Outside,NO_Weapon_Involved,Female,71.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Penrose/Fayette Street Outreach,OTHER/RESIDENTIAL,August,evening
5B,BURGLARY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,CENTRAL,Downtown,CONVENIENCE STORE,August,night
4B,AGG. ASSAULT,Outside,KNIFE_CUTTING_INSTRUMENT,Male,42.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Sandtown-Winchester,OTHER/RESIDENTIAL,September,evening
5F,BURGLARY,Outside,NO_Weapon_Involved,Male,41.0,Unknown,SOUTHERN,Brooklyn,OTHER/RESIDENTIAL,September,morning
4E,COMMON ASSAULT,Outside,OTHER,Male,64.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Otterbein,OTHER/RESIDENTIAL,September,afternoon
5A,BURGLARY,Outside,NO_Weapon_Involved,Male,35.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,Oliver,OTHER/RESIDENTIAL,September,evening
3NK,ROBBERY,Outside,KNIFE_CUTTING_INSTRUMENT,Female,44.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Rosemont Homeowners/Tenants,DRUG STORE / MED  BL,September,morning
3NK,ROBBERY,Outside,KNIFE_CUTTING_INSTRUMENT,Female,45.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Rosemont Homeowners/Tenants,DRUG STORE / MED  BL,September,morning
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Male,29.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,Dolfield,OTHER/RESIDENTIAL,September,morning
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Female,56.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Harlem Park,STREET,September,morning
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Male,49.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,Washington Village/Pigtown,STREET,September,night
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Male,68.0,Unknown,SOUTHEAST,Pulaski Industrial Area,GAS STATION,September,morning
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Female,23.0,WHITE,SOUTHEAST,Pulaski Industrial Area,SHED/GARAGE,September,morning
4E,COMMON ASSAULT,Outside,NO_Weapon_Involved,Female,9.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,Cherry Hill,SCHOOL,September,morning
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,25.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,Berea,OTHER/RESIDENTIAL,September,morning
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,13.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,Berea,OTHER/RESIDENTIAL,September,morning
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,32.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,Brooklyn,OTHER/RESIDENTIAL,September,morning
4A,AGG. ASSAULT,Outside,FIREARM,Female,40.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,Northwest Community Action,OTHER/RESIDENTIAL,August,afternoon
6G,LARCENY,Outside,PERSONAL_WEAPONS,Female,23.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,Hanlon-Longwood,OTHER/RESIDENTIAL,August,afternoon
6F,LARCENY,Inside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHWEST,WILHELM PARK,STREET,August,night
6G,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,CENTRAL,Downtown West,OFFICE BUILDING,August,morning
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,42.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,Northwest Community Action,OTHER/RESIDENTIAL,August,night
6D,LARCENY FROM AUTO,Outside,NO_Weapon_Involved,Male,29.0,WHITE,SOUTHEAST,Canton,OTHER/RESIDENTIAL,August,evening
6F,LARCENY,Outside,NO_Weapon_Involved,Female,45.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,McElderry Park,OTHER/RESIDENTIAL,August,morning
6F,LARCENY,Outside,NO_Weapon_Involved,Male,40.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Franklin Square,UNKNOWN,August,afternoon
6J,LARCENY,Inside,NO_Weapon_Involved,Male,45.0,Unknown,SOUTHWEST,Walbrook,STREET,August,evening
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Female,40.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,CHARLES NORTH,STREET,August,morning
9S,SHOOTING,Outside,FIREARM,Male,29.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,PENROSE/FAYETTE STREET OUTREACH,STREET,August,evening
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,31.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Upton,OFFICE BUILDING,August,afternoon
4E,COMMON ASSAULT,Outside,NO_Weapon_Involved,Female,19.0,WHITE,CENTRAL,DOWNTOWN,OTHER/RESIDENTIAL,August,evening
4E,COMMON ASSAULT,Inside,PERSONAL_WEAPONS,Female,45.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Poppleton,STREET,August,evening
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Male,70.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,McElderry Park,OTHER/RESIDENTIAL,August,evening
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,37.0,Unknown,SOUTHEAST,McElderry Park,OTHER/RESIDENTIAL,August,evening
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHWEST,REISTERSTOWN STATION,CONVENIENCE STORE,October,evening
3CF,ROBBERY - COMMERCIAL,Outside,OTHER_FIREARM,Not Specified,37.01136895019874,Unknown,CENTRAL,Downtown,RESTAURANT,October,evening
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHERN,Riverside,CONVENIENCE STORE,October,night
5B,BURGLARY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHWEST,Ashburton,CONVENIENCE STORE,October,morning
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHEAST,Cedmont,GAS STATION,October,night
6J,LARCENY,Inside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,CENTRAL,University Of Maryland,SHED/GARAGE,October,evening
5F,BURGLARY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,WESTERN,Sandtown-Winchester,OTHER/RESIDENTIAL,October,morning
5F,BURGLARY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,WESTERN,Sandtown-Winchester,OTHER/RESIDENTIAL,October,morning
7A,AUTO THEFT,Inside,OTHER,Female,51.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Perring Loch,STREET,October,evening
6F,LARCENY,Outside,NO_Weapon_Involved,Male,37.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,Dolfield,OTHER/RESIDENTIAL,October,afternoon
6F,LARCENY,Outside,NO_Weapon_Involved,Male,65.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,Seton Business Park,DRUG STORE / MED  BL,October,night
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Male,38.0,WHITE,SOUTHERN,Lakeland,STREET,October,evening
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Female,30.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,Winston-Govans,STREET,October,night
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Male,33.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,Johnston Square,STREET,October,night
6A,LARCENY,Outside,NO_Weapon_Involved,Male,14.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Ednor Gardens-Lakeside,SCHOOL,October,morning
6F,LARCENY,Inside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHEAST,Fells Point,SHED/GARAGE,August,night
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Female,32.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,CARE,SHED/GARAGE,August,night
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Male,42.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,Barclay,STREET,August,night
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Female,28.0,Other,EASTERN,CARE,STREET,August,night
7A,AUTO THEFT,Outside,NO_Weapon_Involved,Male,47.0,WHITE,NORTHWEST,Reisterstown Station,HOTEL/MOTEL,August,night
6F,LARCENY,Outside,NO_Weapon_Involved,Male,78.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,Harwood,OTHER/RESIDENTIAL,August,morning
6J,LARCENY,Inside,NO_Weapon_Involved,Male,40.0,Other,SOUTHERN,Carrollton Ridge,SHED/GARAGE,August,morning
3AF,ROBBERY,Inside,HANDGUN,Male,26.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,Beechfield,STREET,August,afternoon
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,50.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Mondawmin,OTHER/RESIDENTIAL,August,afternoon
4B,AGG. ASSAULT,Inside,BLUNT_OBJECT,Female,38.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,POPPLETON,STREET,August,afternoon
4B,AGG. ASSAULT,Inside,PERSONAL_WEAPONS,Male,39.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,Milton-Montford,STREET,August,afternoon
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Female,86.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,Waverly,STREET,August,afternoon
6G,LARCENY,Outside,NO_Weapon_Involved,Female,59.0,WHITE,CENTRAL,Downtown West,RESTAURANT,August,afternoon
4E,COMMON ASSAULT,Inside,PERSONAL_WEAPONS,Female,31.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,Cherry Hill,SHED/GARAGE,August,evening
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,68.0,WHITE,NORTHERN,Evesham Park,OTHER/RESIDENTIAL,August,evening
4D,AGG. ASSAULT,Inside,NO_Weapon_Involved,Male,54.0,WHITE,SOUTHERN,Westport,STREET,August,morning
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Male,53.0,WHITE,SOUTHERN,Cherry Hill,SHED/GARAGE,September,morning
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Male,0.0,WHITE,EASTERN,CARE,OTHER/RESIDENTIAL,September,afternoon
6J,LARCENY,Inside,NO_Weapon_Involved,Male,39.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,West Arlington,STREET,September,afternoon
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,38.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,Oliver,OTHER/RESIDENTIAL,September,night
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Female,52.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,Jonestown,STREET,September,evening
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Female,66.0,WHITE,NORTHWEST,Cross Country,SHED/GARAGE,September,afternoon
4E,COMMON ASSAULT,Outside,NO_Weapon_Involved,Male,44.0,WHITE,SOUTHERN,South Baltimore,OTHER/RESIDENTIAL,September,night
4E,COMMON ASSAULT,Outside,NO_Weapon_Involved,Female,43.0,WHITE,CENTRAL,Mid-Town Belvedere,DRUG STORE / MED  BL,September,night
6J,LARCENY,Inside,NO_Weapon_Involved,Male,45.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Waltherson,STREET,September,afternoon
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Male,27.0,WHITE,CENTRAL,Downtown,HOTEL/MOTEL,September,morning
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,26.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Hamilton Hills,OTHER/RESIDENTIAL,September,morning
6J,LARCENY,Inside,NO_Weapon_Involved,Male,42.0,Other,NORTHWEST,Fallstaff,SHED/GARAGE,September,evening
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Female,69.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,Allendale,STREET,September,afternoon
7B,AUTO THEFT,Inside,NO_Weapon_Involved,Male,18.0,Other,NORTHERN,Roland Park,SHED/GARAGE,September,evening
6G,LARCENY,Outside,NO_Weapon_Involved,Female,38.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Ramblewood,OTHER/RESIDENTIAL,September,night
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,40.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,East Arlington,OTHER/RESIDENTIAL,September,morning
4B,AGG. ASSAULT,Inside,KNIFE_CUTTING_INSTRUMENT,Male,21.0,Unknown,SOUTHEAST,HOPKINS BAYVIEW,PARK,August,evening
2A,RAPE,Outside,BLUNT_OBJECT,Female,34.0,WHITE,EASTERN,Darley Park,OTHER/RESIDENTIAL,August,afternoon
4B,AGG. ASSAULT,Outside,BLUNT_OBJECT,Female,60.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,Darley Park,OTHER/RESIDENTIAL,August,night
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Male,59.0,WHITE,CENTRAL,CHARLES NORTH,STREET,August,afternoon
4B,AGG. ASSAULT,Outside,KNIFE_CUTTING_INSTRUMENT,Female,24.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Upton,OTHER/RESIDENTIAL,August,afternoon
4B,AGG. ASSAULT,Inside,KNIFE_CUTTING_INSTRUMENT,Male,41.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,Gay Street,STREET,August,afternoon
4E,COMMON ASSAULT,Inside,PERSONAL_WEAPONS,Male,48.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,Gay Street,STREET,August,afternoon
4E,COMMON ASSAULT,Inside,UNKNOWN,Female,25.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Mid-Town Belvedere,STREET,August,evening
4B,AGG. ASSAULT,Outside,BLUNT_OBJECT,Male,23.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Upton,OTHER/RESIDENTIAL,August,evening
4B,AGG. ASSAULT,Inside,KNIFE_CUTTING_INSTRUMENT,Male,38.0,Unknown,SOUTHEAST,HOPKINS BAYVIEW,PARK,August,evening
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Female,25.0,WHITE,SOUTHERN,Washington Village/Pigtown,STREET,August,night
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,55.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,Oliver,OTHER/RESIDENTIAL,August,night
4E,COMMON ASSAULT,Inside,PERSONAL_WEAPONS,Female,44.0,WHITE,CENTRAL,Charles North,SHED/GARAGE,August,morning
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Male,44.0,WHITE,NORTHERN,Guilford,STREET,August,night
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Male,39.0,WHITE,EASTERN,Darley Park,OTHER/RESIDENTIAL,August,evening
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Male,47.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,Patterson Park Neighborhood,STREET,August,afternoon
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Female,27.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Parkside,STREET,August,evening
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Female,30.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Midtown-Edmondson,STREET,August,evening
6J,LARCENY,Outside,NO_Weapon_Involved,Male,34.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,Levindale,OTHER/RESIDENTIAL,August,evening
3AF,ROBBERY,Inside,HANDGUN,Male,35.0,Unknown,SOUTHERN,Lakeland,STREET,August,night
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Female,40.0,Unknown,NORTHERN,Chinquapin Park,GAS STATION,August,night
4E,COMMON ASSAULT,Inside,NO_Weapon_Involved,Male,33.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,Oliver,STREET,August,afternoon
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,40.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,O'Donnell Heights,OTHER/RESIDENTIAL,August,afternoon
3EO,ROBBERY,Inside,PERSONAL_WEAPONS,Male,78.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,Charles North,GAS STATION,August,morning
4E,COMMON ASSAULT,Inside,PERSONAL_WEAPONS,Male,44.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,Liberty Square,STREET,August,morning
7C,AUTO THEFT,Inside,NO_Weapon_Involved,Male,38.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Panway/Braddish Avenue,STREET,August,night
6D,LARCENY FROM AUTO,Outside,NO_Weapon_Involved,Female,27.0,WHITE,NORTHERN,Hampden,OTHER/RESIDENTIAL,August,evening
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Male,38.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,BEECHFIELD,STREET,August,evening
4E,COMMON ASSAULT,Inside,PERSONAL_WEAPONS,Male,58.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Mondawmin,STREET,August,morning
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Female,65.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,Walbrook,STREET,August,evening
4B,AGG. ASSAULT,Outside,BLUNT_OBJECT,Female,30.0,WHITE,SOUTHEAST,Fells Point,TAVERN/NIGHT CLUB,August,night
4E,COMMON ASSAULT,Inside,PERSONAL_WEAPONS,Female,18.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Downtown,STREET,August,night
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Male,55.0,Other,NORTHERN,Old Goucher,RELIGIOUS  INSTITUTI,September,morning
4B,AGG. ASSAULT,Outside,KNIFE_CUTTING_INSTRUMENT,Male,51.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Frankford,OTHER/RESIDENTIAL,September,morning
4C,AGG. ASSAULT,Outside,OTHER,Female,40.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,Canton,GROCERY/CONFECTION,September,night
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Female,27.0,WHITE,NORTHERN,Hoes Heights,STREET,September,night
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,54.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,Northwest Community Action,OTHER/RESIDENTIAL,September,evening
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Male,28.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Frankford,SHED/GARAGE,September,evening
3AF,ROBBERY,Inside,PERSONAL_WEAPONS,Male,29.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Belair-Edison,STREET,September,evening
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Male,39.0,Other,SOUTHEAST,Patterson Park Neighborhood,OTHER/RESIDENTIAL,September,evening
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,39.0,Unknown,SOUTHEAST,Patterson Park Neighborhood,OTHER/RESIDENTIAL,September,evening
4B,AGG. ASSAULT,Outside,KNIFE_CUTTING_INSTRUMENT,Male,73.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,Broadway East,OTHER/RESIDENTIAL,September,night
5F,BURGLARY,Outside,NO_Weapon_Involved,Male,22.0,WHITE,EASTERN,Oliver,OTHER/RESIDENTIAL,September,evening
3AO,ROBBERY,Inside,UNKNOWN,Female,29.0,Other,SOUTHEAST,Inner Harbor,STREET,September,evening
6J,LARCENY,Inside,NO_Weapon_Involved,Female,44.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Coldstream Homestead Montebello,STREET,September,evening
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Female,51.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Reservoir Hill,STREET,September,night
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Female,79.0,WHITE,SOUTHEAST,Pulaski Industrial Area,SHED/GARAGE,September,afternoon
